"esr_region","year2","meansst","anomaly"
"Eastern Aleutians",2009,5.9564438921207,-0.459812851551512
"Eastern Aleutians",2010,6.03753473611657,-0.378722007555639
"Eastern Aleutians",2011,6.05724861753313,-0.359008126139086
"Eastern Aleutians",2012,5.62492786729798,-0.791328876374233
"Eastern Aleutians",2013,6.04638136723264,-0.36987537643957
"Eastern Aleutians",2014,6.90624577405358,0.489989030381372
"Eastern Aleutians",2015,6.95140818605489,0.535151442382682
"Eastern Aleutians",2016,7.17596904302848,0.759712299356264
"Eastern Aleutians",2017,6.85245656904663,0.436199825374413
"Eastern Aleutians",2018,6.72137885498498,0.305122111312767
"Eastern Aleutians",2019,7.55333172020161,1.1370749765294
"Eastern Aleutians",2020,7.15661459646443,0.740357852792221
"Eastern Aleutians",2021,6.39857798237388,-0.0176787612983373
